Cities,Hotel,Review,Sentiment
Puncak,The Pinewood Lodge & Organic Farm,Lokasi agak susah dicari karena jauh dari jalan besar.,Negative
Yogyakarta,Grand Dafam Rohan Jogja (DHM Syariah),sudah komplain di pemesanan berikut tapi ganti kamar sama saja tidak sengaja melihat kolong bawah ranjang debunya ngalahin lorong hotelnya.,Negative
Yogyakarta,favehotel Malioboro - Yogyakarta,Kamar mandi ya kurang bersih tembok-tembok nya kuning,Negative
Kuala Lumpur,Ansa Kuala Lumpur,Hotel dengan lokasi yang strategis di pusat keramaian tapi kekurangannya pihak hotel tidak menyediakan breakfast sangat menyulitkan tamu,Negative
Yogyakarta,POP! Hotel Malioboro - Yogyakarta,Kamar 702 bocor AC nya pas malam-malam.,Negative
Kuala Lumpur,Wolo Hotel Bukit Bintang,exhaust kamar mandi tidak bisa nyala hotel juga ada renovasi.,Negative
Yogyakarta,Kalya Hotel Yogyakarta,Sangat mengecewakan.,Negative
Yogyakarta,SigNature Jogja,tapi kamar mandi kurang bersih.,Negative
Kuala Lumpur,Hotel Westree,"yang kecewa nya saat pagi kita kluar,minta di cleaning room,sampai kita balik hotel tidak dibersihkan.",Negative
Kuala Lumpur,My Hotel @ Sentral,Harus kluar hotel dulu jadi agak tidak nyaman.,Negative
Yogyakarta,Sahid Jaya Yogyakarta Hotel & Convention,Antara lobi dengan kamar cukup jauh.,Negative
Kuala Lumpur,Pacific Express Hotel Kuala Lumpur,Kamar kotor tidak di vacum cleaner dibawah kasur,Negative
Kuala Lumpur,The Marque Hotel,Kamar bau rokok.,Negative
Kuala Lumpur,Frenz Hotel Kuala Lumpur,hanya icon sedikit bising,Negative
Yogyakarta,Atrium Premiere Hotel Yogyakarta Ambarukmo,"Kamar agak sempit dan makanan kurang variatif untuk sekelas atrium, overall good lah karena posisi yang strategis dekat dengan mall.",Negative
Yogyakarta,Best City Hotel,Reception sangat jutek no smile.,Negative
Yogyakarta,Kalya Hotel Yogyakarta,"Tempat parkir sempit sekali, so you need to leave your car key to the security, and everytime you want to take your stuff from the car, you need to get to the person who have your key, merepotkan.",Negative
Kuala Lumpur,Sunway Putra Hotel,"Pelayanan di restoran kurang bersahabat, di kamar tidak ada coffee maker, dan air minum",Negative
Kuala Lumpur,Prescott Hotel Kuala Lumpur – Medan Tuanku,"kemudian kekurangan lain adalah saya kaget pas uang deposit saya dipotong 20RM untuk tourist tax yang per harinya 10RM, dan informasi ini tidak diberitahukan sama sekali sebelumnya pada saat checkin pun tidak tertulis di website.",Negative
Yogyakarta,@HOM Platinum Malioboro by Horison,Untuk kamarnya bagus cuma kamar mandinya bau dan shower untuk air panasnya tidak ngalir serta kaca kamar kotor seperti tidak pernah di bersihkan Untuk orang-orangnya ramah.,Negative
Yogyakarta,Prima In Hotel Malioboro,chef nya agak terlambat.,Negative
Yogyakarta,Pandanaran Prawirotaman Yogyakarta,"hal ke 4 cangkir tempat membuat minuman pada saat kamar saya dibersihkan ternyata tidak di cuci hanya dibuang airnya saja dan diletakkan kembali ( ditumplek ) kebawah sehingga kelihatan rapih padahal pada saat saya check ternyata masih ada sisa-sisa teh, lengket dan lipstik saya yang tertinggal di cangkir.",Negative
Kuala Lumpur,Le Apple Boutique Hotel Bukit Bintang,Serasa sesak.,Negative
Kuala Lumpur,Melia Kuala Lumpur,"Good place, tapi kamar melia guest tidak ada bathtub dan breakfast kurang variatif.",Negative
Yogyakarta,Sahid Jaya Yogyakarta Hotel & Convention,"Lumayan, tapi akses lokasi dari loby menuju kamar agak jauh dan untuk yang gedung lama agak menyeramkan makanya langsung minta pindah ke gedung baru dan respon juga cepat, makanan oke lah anak saya suka.",Negative
Kuala Lumpur,Hotel Sentral Kuala Lumpur,Kamar mandi kecil.,Negative
Kuala Lumpur,Hotel Imperial Bukit Bintang,Selimut dan tempat tidur kurang bersih.,Negative
Malang,Menara Hotel Malang,"Jika dengan dilihat harga banding kelasnya termasuk kurang, terutama dalam kebersihan dan nyamuk.",Negative
Kuala Lumpur,Le Apple Boutique Hotel Bukit Bintang,Kamar sangat gelap kurang penerangan kecil dan sangat minimalis.,Negative
Kuala Lumpur,Hotel Sempurna,"tidak ada space untuk shalat, jadinya di atas kasur",Negative
Kuala Lumpur,Sunway Putra Hotel,kurang bersih.Cdar tidak ditukar tuk hari ke 2.ade sampah yg ditiggalkan olh customer bwah rak tv.tidak divacum,Negative
Yogyakarta,Sagan Hotel,Intinya saya salah pilih hotel.,Negative
Semarang,New Hotel Siliwangi Semarang,"Banyak nyamuk, ruangan bau rokok, nyala air sangat kecil, dan paling tidak suka sangat berisik sekali dengan suara penyanyi di restorasi.",Negative
Kuala Lumpur,The Marque Hotel,Hotel nya tua dan kamar mandi nya bau.,Negative
Kuala Lumpur,Ancasa Express @ Pudu by Ancasa Hotels & Resorts,"lokasi strategis, namun kamar kurang bersih, bau asap rokok, tidak ada air panas, hairdryer",Negative
Puncak,Hotel Ariandri Puncak,"saya menginap di kamar yang paling murah (300an wekend high season via online) untuk kamar mandi agak kotor, pintunya tidak bisa ditutup, shower bocor sehingga air yang keluar sangat kecil.",Negative
Badung,Cara Cara Inn,"Tidak rekomen untuk yang bawa mobil, lahan parkir kecil.",Negative
Kuala Lumpur,Prescott Hotel Kuala Lumpur – Medan Tuanku,"kemudian wastafel di kamar mandi pun stuck, saluran pembuangan airnya macet.",Negative
Yogyakarta,Whiz Hotel Malioboro Yogyakarta,"Kamar mandi kurang bersih, dinding bagian bawah menguning.",Negative
Jakarta Barat,Hotel Santika Premiere Slipi Jakarta,Jarang kami lihat staff hotel yang tersenyum waktu bertemu.,Negative
Kuala Lumpur,Alpha Genesis Hotel,Waduh kamar nya kotor n tidak nyaman.,Negative
Solo,Victoria Guest House,"Sempit, tempat tidur kurang nyaman, kamar mandi kurang luas..",Negative
Kuala Lumpur,WP Hotel,Kolam kurang bersih.,Negative
Kuala Lumpur,Hotel Soleil,Pokoknya semua jelek pelayanan resepsionis juga sangat mengecewakan,Negative
Kuala Lumpur,WP Hotel,"Ga cocok untuk liburan, kolam renangnya lumayan bgs.",Negative
Kuala Lumpur,Tune Hotel - Downtown KL,"cuma AC di kamar mesti perlu dibersihin aja, ada debunya.",Negative
Semarang,ibis Semarang Simpang Lima,Furniture nya jelek dan mengelupas semua.,Negative
Kuala Lumpur,Simms Boutique Hotel,Kamar tidak di bersihin selama 3 hari.,Negative
Yogyakarta,Kangen Boutique Hotel ,"kurang terawat , bantal kempes",Negative
Yogyakarta,Grand Orchid Hotel Yogyakarta,Lantai kamar berdebu mungkin bisa dilapisi karpet agar tidak berdebu.,Negative
Kuala Lumpur,Simms Boutique Hotel,"Kekurangannya, kamarnya sangat-sangat sempit, untuk meletakan koper aja susah",Negative
Yogyakarta,Grand Orchid Hotel Yogyakarta,Kebersihan hotelnya perlu ditingkatkan lagi dan lahan parkirnya kurang luas.,Negative
Kuala Lumpur,WP Hotel,Kamar sempit untuk itungan family room.,Negative
Yogyakarta,Horison Ultima Riss Malioboro Yogyakarta,Cuma agak lambat resepsionisnya.,Negative
Kuala Lumpur,Royal Palm Lodge,"Kamarnya kurang bersih, kalau bisa sarung bantal, sprey nya di ganti yang baru, masih ada bau bau badan tamu yang sebelumnya",Negative
Kuala Lumpur,My Hotel @ Sentral,Ac dikamar bocor tapi lokasi cukup strategis sehingga tidak masalah hanya untuk tidur saja,Negative
Kuala Lumpur,Ancasa Express @ Pudu by Ancasa Hotels & Resorts,Bising karena dekat stasiun,Negative
Yogyakarta,Tickle Hotel,"Ruangan kamar kurang dibngun baik karena banyak semut di kamar mandi dan meja baca, jaringan internet kadang sulit diakses, menu makanan kurang beragam",Negative
Yogyakarta,Sagan Hotel,"Kemarin dapat kamar yang saluran air pembuangan macet, jadi lama sekali lantai untuk kering.",Negative
Yogyakarta,Core Hotel Malioboro City Yogyakarta,"Air hangat di kamar mandi sering mati, menu makanan kurang variatif dan jam 8 pagi sarapan menu sudah banyak yang habis dan harus menunggu kurang lebih seperempat jam lebih.",Negative
Yogyakarta,Grand Dafam Rohan Jogja (DHM Syariah),Lantai kotor sekali.,Negative
Yogyakarta,@HOM Platinum Malioboro by Horison,Lantai parquetnya sudah waktunya ganti mungkin karena mulai kusam.,Negative
Yogyakarta,Amaris Hotel Sagan,Handuk juga bau seperti tidak dicuci bersih.,Negative
Kuala Lumpur,Pearl International Hotel Kuala Lumpur,"Hotel ini begitu tua, ruangan yang diberikan itu berlawanan dengan kamar hotel pekerja pekerja, berisik dan bukan pengalaman yang benar-benar menyenangkan.",Negative
Yogyakarta,Platinum Adisucipto Yogyakarta Hotel & Conference,ruang kurang kedap.,Negative
Kuala Lumpur,V'la Heritage Hotel Kuala Lumpur,"Kebersihan tidak dijaga, dan kurang cocok untuk menginap bagi keluarga yang liburan.",Negative
Kuala Lumpur,Simms Boutique Hotel,Kecewa karena diminta 10RM/malam sementara saya menginap 3 malam.,Negative
Yogyakarta,de Laxston Hotel Jogja by Quin's,lift juga agak bau.,Negative
Kuala Lumpur,Tune Hotel Kuala Lumpur PWTC,Lokasi lumayan strategis tapi sempit.,Negative
Kuala Lumpur,Royale Chulan Bukit Bintang,Parah pelayanannya lama dan kamarnya ada bau,Negative
Badung,Cara Cara Inn,"Untuk kebersihan harus lebih ditingkatkan lagi, karena sewaktu menginap di furniture kayu nya sering ada semut kecil dan pelayanan dari staff harus lebih ditingkatkan lagi.",Negative
Kuala Lumpur,The Marque Hotel,"Mengecewakan, kamarnya kotor, manager hotelnya tidak bersahabat.",Negative
Kuala Lumpur,Hotel Soleil,Hotelnya sudah tua kran bocor bau ruangannya mengecewakan,Negative
Yogyakarta,Adhisthana Hotel Yogyakarta,"Kekurangannya: parkir mobilnya sempit dan penuh apalagi peak season, dan yang paling tidak enak tempat makan/restorannya terpisah.",Negative
Kuala Lumpur,Mandarin Pacific Hotel Kuala Lumpur,Sangat tidak sesuai dengan bintang 3 yang di sandang hotel tua dan kumuh kamar dengan karpet yang sudah tua dan lusuh dengan bau apek dan kotor tempat tidur dengan selimut bludru yang penuh tempel rambut panjang sehingga sangat jorok untuk di pakai padahal AC cukup dingin dengan AC central tetapi tidak ada control AC untuk di kecilkan atau di besarkan juga tidak bisa bahkan di matikan juga tidak bisa karena sama sekali tidak ada control AC tetapi waktu cek out jam 12 AC sudah di matikan dari pusat tampa pemberitahuan lagi beres2 hendak cek out terasa panas ternyata AC sudah di matikan sekali lagi di kasih menginap gratis juga ogah yang kerja di hotel hanya segelintir orang room service tidak kelihatan,Negative
Yogyakarta,Uniq Hotel Yogyakarta,"Suara bising, staff tidak ramah, pintu bermasalah, selimut ada bekas noda",Negative
Yogyakarta,Sahid Jaya Yogyakarta Hotel & Convention,"Room-nya emang baru tapi sempit, restonya murah pas pesan buat dinner.",Negative
Puncak,Yasmin Puncak Hotel ,"Kolam renang airnya keruh, seluncuran nya seperti berkerak.",Negative
Kuala Lumpur,Pearl International Hotel Kuala Lumpur,Kamar hotel penuh dengan serangga dan serangga!,Negative
Yogyakarta,THE 1O1 Yogyakarta Tugu Hotel,"Hanya ukuran kamar yang kecil, jadi kurang leluasa.",Negative
Puncak,The Pinewood Lodge & Organic Farm,"masalahnya mungkin pihak hotel harus memberikan perhatian yang lebih untuk wangi kamar, karena wangi kamar kurang enak.",Negative
Kuala Lumpur,Alor Boutique Hotel,"Air mati , tidak ada solusi dari pihak hotel, jadi tidak bisa mandi pagi",Negative
Yogyakarta,Nueve Malioboro Jogja Hotel,Kecewa.,Negative
Kuala Lumpur,Ancasa Hotel & Spa Kuala Lumpur by Ancasa Hotels & Resorts,"Numpang makan di lobby saja tidak di izinkan.di usir keluar padahal booking 3 kamar di sini, pelayanan sangat kurang",Negative
Puncak,Yasmin Puncak Hotel ,Karpet dan interior sudah tua membuat aroma kamar kurang fresh dan ada kamar yang kapetnya kebongkar cukup besar.,Negative
Kuala Lumpur,V'la Heritage Hotel Kuala Lumpur,Kurang nyaman dan lift keatas rusak,Negative
Kuala Lumpur,Prescott Hotel Kuala Lumpur – Medan Tuanku,tapi kalau malem suara bising orang karaoke terdengar menggelegar dari samping hotel.,Negative
Kuala Lumpur,Hotel Westree,"Saya menginap 1 minggu, kamar bagus tapi tidak pernah dibersihkan, hanya mengganti handuk saja, air minum pun kadang diberi kadang tidak, so disappointed.",Negative
Yogyakarta,Cavinton Hotel Yogyakarta by Tritama Hospitality,"baru sampai dikasih kartu kamar yang tidak bisa dipakai, setelah itu dikasih kartu yang sudah berfungsi eh kamarnya sudah ada yang menempati, memalukan.",Negative
Kuala Lumpur,Hotel 99 Kuala Lumpur,"tapi untuk kali ini pelayanan nya sangat buruk, kecewa berat",Negative
Yogyakarta,de Laxston Hotel Jogja by Quin's,Sudah minta dibersihkan tapi tidak dibersihkan.,Negative
Kuala Lumpur,Ambassador Row Hotel Suites By Lanson Place,Sarapan pagi tidak enak dan tidak ber variasi.,Negative
Kuala Lumpur,Pearl International Hotel Kuala Lumpur,"Kecewa, saya tidak akan merekomendasikan hotel ini kepada teman-teman saya.",Negative
Kuala Lumpur,Travelogue Guest House,"Remote tv kabel tidak berfungsi, koneksi internet WiFi kurang baik, selebihnya cukup memuaskan karena benar-benar di tengah bukit bintang, mudah kemana2...",Negative
Kuala Lumpur,My Hotel @ Bukit Bintang,Remote televisi tidak dapat digunakan.,Negative
Kuala Lumpur,Tune Hotel - Downtown KL,"Hanya kamar mandi yang sedikit kurang yaitu, shower tidak ada kepalanya serta wastafel yang bocor.",Negative
Yogyakarta,de Laxston Hotel Jogja by Quin's,Salah satu tempat sampah di kamar tutupnya rusak.,Negative
Kuala Lumpur,Frenz Hotel Kuala Lumpur,Kamar hotel banyak nyamuk dan pelayanan kepada tamu kurang ramah.,Negative
Kuala Lumpur,Gold3 Boutique Hotel,Kurangnya kamar agak sempit dan sedikit bising karena bersebelahan dengan pub.,Negative
Yogyakarta,Brothers Inn Babarsari,"Tapi kamar (twin) nya sempit dan kamar mandi tidak ada pembatas shower dan tiolet, jadi air menggenang di lantai",Negative
Solo,Victoria Guest House,Tidak direkomendasikan bagi pasangan lawan jenis selain suami istri (ada peraturannya),Negative
Jakarta Barat,Hotel Santika Premiere Slipi Jakarta,"Yang paling mencolok adalah kesan pertama masuk hotel ini, service-nya sangat kurang untuk kelas hotel berbintang.",Negative
Kuala Lumpur,Royal Palm Lodge,tetapi sayangnya kamar yang dipesan di aplikasi dengan yang diberikan tidak sesuai dan tv tidak bisa dipakai.,Negative
Yogyakarta,Adhisthana Hotel Yogyakarta,Yang tidak enak cuma restonya yang terpisah dari hotel.,Negative
Yogyakarta,de Laxston Hotel Jogja by Quin's,sayangnya basement sangat bau.,Negative
Yogyakarta,Sunrise Hotel Yogyakarta,Kamarnya agak bau apek tapi nyaman,Negative
Kuala Lumpur,Dynasty Hotel Kuala Lumpur,"Tidak sesuai dengan yang ditawarkan, kotor bau dan karpet buruk sekali",Negative
Yogyakarta,GQ (Grand Quality) Hotel Yogyakarta,"Exhaust di kamar mandi 413, kotor sekali, sepertinya tidak pernah dibersihkan, makanan breakfastnya kurang mantap",Negative
Kuala Lumpur,Royal Palm Lodge,Sprei dan sarung bantal bau dan berdebu.,Negative
Kuala Lumpur,Royale Chulan Bukit Bintang,Breakfast kurang variasinya,Negative
Yogyakarta,THE 1O1 Yogyakarta Tugu Hotel,"Bed cover kotor, tp diganti setelah kami minta.",Negative
Yogyakarta,SigNature Jogja,"Suara langkah kaki dari luar kamar terdengar cukup mengganggu (kamar tidak kedap suara), air panas untuk mandi terlalu panas dan tidak bisa diatur suhunya, debit air dari shower sangat kecil.",Negative
Jakarta Selatan,Ambhara Hotel,Suasana kamarnya tidak nyaman.,Negative
Kuala Lumpur,Hotel Sempurna,"Kamar sangat kecil, fasilitas minimum, hanya tersedia nasi goreng dan roti dengan menu yang sama setiap hari untuk sarapan serta banyak tagihan di luar tarif yang dibayarkan",Negative
Kuala Lumpur,Simms Boutique Hotel,handuk tidak di ganti selama 3 hari.,Negative
Puncak,Yasmin Puncak Hotel ,"menginap di family room di lantai2 yang jendela kamarnya tidak ada pengaman apapun, bahaya banget buat anak anak karena langsung ke aliran got besar,kebun,ada tembok dibawah untuk pembatas got,ga kebayang kalau kita tidak waspada ..bahaya banget.. kolam renang kotor ,,tangga perosotan kotor berlumut licin, kunci kamar masih manual lampu kamar hanya lampu lampu tembok redup,, lampu depan kamar mandi mati, tidak ada AC terpaksa sering buka jendela meskipun bahaya seperti yang saya jelaskan .",Negative
Yogyakarta,Sunrise Hotel Yogyakarta,Tapi kesan pertama masuk kesannya ruangannya bau.,Negative
Kuala Lumpur,Mandarin Pacific Hotel Kuala Lumpur,Tempatnya strategis karena dekat dengan stasiun pasar seni dan untuk fasulitas kamar banyak yang kurang baik dan rusak,Negative
Yogyakarta,Zest Hotel Yogyakarta,"Receptionis ramah, cuma pas masuk kamar saya sangat kecewa karena kebersihannya sangat tidak terperhatikan, pertama masuk kamar bau lembab, sawang (jaring laba2) di atas langit2 tempat tdr, seprei dan handuk yang sudah lusuh, tembok di jendela kotor, kamar mandi yang baunya kurang enak, lantai yang seperti tidak disapu membuat kaki kami kotor karena tidak ada sendal hotel jg, mohon menjadi perhatian.",Negative
Puncak,Hotel Ariandri Puncak,Sayangnya untuk kamar deluxe dilantai 2 dekat kolam renang itu pintunya rusak sehingga kalau ditutup harus dikunci dulu baru bisa ketutup.,Negative
Bandung,Hotel Promenade Bandung,"Kamar bau apek, lantai kamar mandi seperti tidak digosok makanya bau, kaca kurang bersih terus ditutupi pakai tirai.",Negative
Kuala Lumpur,Hotel Sempurna,menu sarapan tidak variasi,Negative
Jakarta Selatan,Ambhara Hotel,Fasilitas kamarnya perlu di renovasi udah lama,Negative
Yogyakarta,Grand Zuri Malioboro Yogyakarta,Cuma kamarnya relatif kecil dan kebetulan dapat kamar yang mengarah ke belakang jadi view-nya kurang menarik hanya lahan parkir.,Negative
Yogyakarta,Grand Serela Hotel Yogyakarta,Suasana kamar terasa berdebu dan sprei juga handuk bau apek.,Negative
Kuala Lumpur,Pullman Kuala Lumpur City Centre Hotel & Residences,Buruknya : Tidak ada penawaran Welcome Drink makanan tidak lengkap pada level bintang 5.,Negative
Yogyakarta,Kalya Hotel Yogyakarta,"Breakfast menunya sangat sedikit, dan susunya basi , sosis telor aja tidak ada.",Negative
Yogyakarta,Cavinton Hotel Yogyakarta by Tritama Hospitality,Kesan pertama sempat sangat mengecewakan dan menyebalkan.,Negative
Medan,Kailani Inn ,Kurang memuaskan dan tidak terkesan.,Negative
Yogyakarta,THE 1O1 Yogyakarta Tugu Hotel,satu lagi kekurangannya jaringan wifi-nya sangat lambat.,Negative
Yogyakarta,Pandanaran Prawirotaman Yogyakarta,Kamar mandi nya bau nya tidak enak.,Negative
Jakarta Barat,Hotel Santika Premiere Slipi Jakarta,"Ketika bertanya sesuatu kepada staff hotelpun, jawaban yang kami terima terkesan tidak ada training bagaimana menjawab pertanyaan tamu yang baik.",Negative
Yogyakarta,h Boutique Hotel Jogjakarta,"Makanan kurang variasi dan tempat tidurnya keras banget agak buat pinggang sakit dan bantalnya kurang, serta tak ada kantung laundry.Posisi hotel memang strategis.",Negative
Kuala Lumpur,Seri Pacific Hotel Kuala Lumpur,"Pancutan shower terlalu perlahan, mandi tidak puas",Negative
Jakarta Pusat,Hotel Treva International by Ayola,"Sprei kotor, tempat tidur, bantal semua bau apek.",Negative
Kuala Lumpur,Royal Palm Lodge,"Bau banget, gua gajadi menginap disini, belum menginap sudah kena tax, duit gak ada yang balik..",Negative
Yogyakarta,Tickle Hotel,Cuma lampu kamarnya kurang terang,Negative
Yogyakarta,Whiz Prime Hotel Malioboro Yogyakarta,Biasa saja untuk pelayanan dan makananya untuk harga 500rb an kamarnya terlalu kecil dibandingkan dengan hotel luar jawa seperti batam contohnya hotel dengan harga 500an ribu sudah sangat berkualitas terima kasih,Negative
Yogyakarta,Puri Artha Hotel Yogyakarta,Kebersihan kamar dan kewangian nya kurang.,Negative
Yogyakarta,Kalya Hotel Yogyakarta,Menu breakfast-nya tidak enak saat saya menginap.,Negative
Kuala Lumpur,Le Apple Boutique Hotel Bukit Bintang,Kamar kecil banget.,Negative
Kuala Lumpur,Hotel Sentral Kuala Lumpur,WiFi kurang bagus,Negative
Kuala Lumpur,Ancasa Hotel & Spa Kuala Lumpur by Ancasa Hotels & Resorts,Sangat bau kamarnya debu super tebal.,Negative
Kuala Lumpur,Sungei Wang Hotel,Kamar sempit kemana mana dekat gampang cari makan,Negative
Kuala Lumpur,Wolo Hotel Bukit Bintang,exhaust di kamar mandi juga tidak jalan.,Negative
Yogyakarta,Sagan Hotel,Berdebu dan temboknya terkelupas seperti basah lembab.,Negative
Yogyakarta,Prima In Hotel Malioboro,Tidak nyaman dengan security parkir ditambah lagi parkir yang sempit,Negative
Yogyakarta,Neo+ Awana Yogyakarta,"Misalnya channel tv tidak sesuai panduan, keran air untuk toilet bocor kecil, tidak ada lagi gelas untuk sikat gigi dan saat sarapan bagian masak telor kurang ok (terlalu banyak minyak).",Negative
Kuala Lumpur,Hotel Soleil,tidak kuat deh kalau yang tidak tahan berisik.,Negative
Yogyakarta,The Victoria Hotel Yogyakarta,Tapi makanan kurang variasi.,Negative
Puncak,Yasmin Puncak Hotel ,harus berpindah kamar beberapa kali karena salah dapat double dan ada TV yang tidak siap saluran antena (rusak kabelnya).,Negative
Yogyakarta,THE 1O1 Yogyakarta Tugu Hotel,"Sebelah kamar ada anak kecil, sehingga ribut dan mengganggu.",Negative
Kuala Lumpur,V'la Heritage Hotel Kuala Lumpur,Kalau perempuan sendirian atau berdua tidak disarankan menginap di sini.,Negative
Kuala Lumpur,Royal Palm Lodge,Kamar sangat kotor.,Negative
Yogyakarta,Horison Ultima Riss Malioboro Yogyakarta,Sewaktu breakfast terlalu banyak yang mengawasi dari pihak officer restaurant sehingga kami kurang nyaman.terima kasih,Negative
Kuala Lumpur,Le Apple Boutique Hotel Bukit Bintang,"Buat yang bawa banyak barang, tidak rekomended.",Negative
Kuala Lumpur,Hotel Capitol Kuala Lumpur,sedikit kecewa karena kita diletakkan dilantai yang tidak bebas rokok.,Negative
Kuala Lumpur,Ancasa Express @ Pudu by Ancasa Hotels & Resorts,Pelayannya sombong-sombong.,Negative
Yogyakarta,Tickle Hotel,Seprei dan handuk tidak terlalu bersih 2.,Negative
Kuala Lumpur,Sungei Wang Hotel,"Pemesanan dengan online diberikan kamar di lantai 7 yang tidak ada liftnya, koper harus naik turun tangga ke lantai yang ada liftnya, sangat merepotkan, kamar tidur lumayan tapi ranjangnya menghadap searah pintu masuk jadi terasa sangat tidak nyaman untuk tidur",Negative
Yogyakarta,Sagan Hotel,Kamar pertama kali dibuka lembab sekali.,Negative
Yogyakarta,Pandanaran Prawirotaman Yogyakarta,"Kamar yang lantai 4 terlalu berisik pengaruh tamu dari kolam renang, bau masakan masuk kekamar, kita pindah kamar setelah diurus janjinya barang-barang nanti dipindahin jdnya kita pergi, setelah kita pulang ternyata barang-barang belum ada perubahan masih kamar yang pertama kita ambil 2 kamar jadi kita ngurus lagi.",Negative
Yogyakarta,Summer Quest Hotel Jogja,"Jalan menuju hotel sangat sempit sekali, melalui gang yang hanya cukup sebandan mobil.",Negative
Yogyakarta,Grand Tjokro Yogyakarta,"Sebetulnya, agak kecewa karena tidak sesuai ekspektasi saya yang mengira akan sama seperti di Grand Tjokro Bandung.",Negative
Jakarta Pusat,Hotel Treva International by Ayola,Atap kamar mandi menyeramkan,Negative
Yogyakarta,KJ Hotel Yogyakarta,"Kami menginap 4 hari, 3 hari terakhir kamar kami hanya dibersihkan seadanya, sprei masih terlihat tidak rapi, susunan bantal tidak rapi, air mineral tidak diisi ulang, pada hari pertama lantai kamar terasa sangat lengket, di luar itu cukup memuaskan.",Negative
Yogyakarta,Satoria Hotel Yogyakarta,Dan menu sarapannya kurang variatif serta rasanya agak hambar untuk lidah saya yang orang sumatera.,Negative
Kuala Lumpur,Prescott Hotel Kuala Lumpur – Medan Tuanku,minta uang deposit pun engga dengan sopan.,Negative
Yogyakarta,Airy UGM Sendowo E 106 Yogyakarta,"Ada noda terlihat di bantal, di sprei dan di selimut.",Negative
Yogyakarta,Amaris Hotel Sagan,"Lokasi strategis, untuk kebersihan kurang, sprei kotor dan ada rambut seperti tidak dibersihkan.",Negative
Puncak,The Pinewood Lodge & Organic Farm,"Jalan menuju lokasi rusak, di kamar ada beberapa lampu mati, telepon dikamar mati, malam hari lampu mati dan lumayan lama untuk nyala kembali.",Negative
Yogyakarta,de Laxston Hotel Jogja by Quin's,Hari kedua tiba-tiba ada serangga meregang nyawa di kamar mandi entah dari mana.,Negative
Kuala Lumpur,Simms Boutique Hotel,jadi 30RM rugi banget terus waktu disana ada ribut suara bor dinding jadi mengganggu.,Negative
Kuala Lumpur,The Marque Hotel,Perbaiki aja fasilitas setrika sudah kurang layak.,Negative
Badung,Cara Cara Inn,"Hanya minim parkiran aja, jadi buat bawa mobil sendiri sangat tidak direkomendasikan.",Negative
Kuala Lumpur,WP Hotel,Kolam berenangnya tidak seindah di foto,Negative
Yogyakarta,Jambuluwuk Malioboro Hotel,"Karpetnya masih berdebu, Makanannya kurang variasi.",Negative
Kuala Lumpur,Le Apple Boutique Hotel Bukit Bintang,Staff hotel tidak ramah.,Negative
Yogyakarta,Merapi Merbabu Hotels & Resort Yogyakarta,"Kotor, tidak sesuai di foto, terlalu bising dan berdebu.",Negative
Yogyakarta,Brothers Inn Babarsari,"Minusnya ruangan terlalu sempit, buat sholat terlalu sulit.",Negative
Badung,Cara Cara Inn,cuma makan yang kurang.,Negative
Yogyakarta,Grand Serela Hotel Yogyakarta,Sangat tidak memuaskan dalam banyak hal.,Negative
Kuala Lumpur,V'la Heritage Hotel Kuala Lumpur,Tapi banyak tukang parkir yang nyeremin dan usil banget.,Negative
Yogyakarta,Hyatt Regency Yogyakarta,Kondisi kamar yang kurang bersih dengan masih ada baunya.,Negative
Yogyakarta,Best City Hotel,"Tapi kunjungan kedua ini tidak lebih memuaskan dari yang pertama, karena sabun belum terisi dan kamar mandi tidak dipasang kordennya.",Negative
Kuala Lumpur,Hotel Capitol Kuala Lumpur,"bau asap rokok masuk sampai kedalam kamar, sedangkan kita sudah mencantumkan permintaan untuk kamar yang bebas asap rokok karena kita membawa anak2.",Negative
Puncak,Hotel Ariandri Puncak,"Sangat mengecewakan kamar kotor, fasilitas kurang, pintu kamar mandi tidak layak sudah rusak itu bikin standar hotel itu seperti rumah tua yang tak terurus atap nya retak dan lantai nya pun sudah pada rusak menyeramkan, handuk nya seperti lap tipis dan sangat jauh dari standar hotel, kolam renang kotor dan menu sarapan nya kaya nasi basi gak enak, tapi untung nya view nya bagus.",Negative
Yogyakarta,Horison Lynn Yogyakarta,"AC perlu perawatan, kurang dingin.",Negative
Yogyakarta,Kangen Boutique Hotel ,"Kamar kurang terang, kebersihan baik.",Negative
Yogyakarta,Tickle Hotel,Kamar mandinya bau dan terlihat jarang dibersihkan,Negative
Yogyakarta,Cavinton Hotel Yogyakarta by Tritama Hospitality,"Pas dikonfirmasi ulang, reaksinya resepsionis pada saat itu tidak ramah banget, kami diminta masuk ke kamar yang dikasih, nanti bednya akan diatur menjadi single bed.",Negative
Yogyakarta,Adhisthana Hotel Yogyakarta,Handuknya sudah tidak layak pakai.,Negative
Kuala Lumpur,Simms Boutique Hotel,"Pelayanannya buruk banget,sarapan tidak bermutu tidak layak jadi hotel",Negative
Yogyakarta,Kalya Hotel Yogyakarta,"Spot kolam renang bersama dengan playground anak dan tempat breakfast, sangat tidak cocok, air kolam pun tidak bersih.",Negative
Malang,Menara Hotel Malang,Harganya lumayan mahal untuk ukuran hotel yang seperti itu.,Negative
